source_name,source_url,forecast_date,outlook_date,price_usd,price_range_min,price_range_max,context,scraped_date
www.steelorbis.com,https://www.steelorbis.com/steel-market/iron-ore.htm,,,100.0,,,"Daily iron ore prices CFR China - November 7, 2025 07 Nov Major steel and raw material futures prices in China – November 7, 2025 06 Nov Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov Major steel and raw material futures prices in China – November 6, 2025 05 Nov Brazilian high-grade iron ore price declines week-on-week 05 Nov Daily iron ore prices CFR China - Nov",2025-11-08 12:27:12
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/?page=3,,Q3 2025,93.0,,,"Jan-Sept 2025, announces $45 million ferrochrome investment in the US 30 Oct Free S. Korea’s POSCO posts higher net profit for Q3 2025 30 Oct Free Goldman Sachs raises 2026 iron ore price forecast to $93/mt but keeps bearish market outlook 30 Oct Free EUROMETAL: Distribution activity stabilized, confidence in a sustained recovery remains weak 30 Oct Free Turkey-based Çemtaş reports net profit and",2025-11-08 12:27:50
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/?page=3#collapseExample,,Q3 2025,93.0,,,"Jan-Sept 2025, announces $45 million ferrochrome investment in the US 30 Oct Free S. Korea’s POSCO posts higher net profit for Q3 2025 30 Oct Free Goldman Sachs raises 2026 iron ore price forecast to $93/mt but keeps bearish market outlook 30 Oct Free EUROMETAL: Distribution activity stabilized, confidence in a sustained recovery remains weak 30 Oct Free Turkey-based Çemtaş reports net profit and",2025-11-08 12:27:52
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/?page=5,,2050,,25.0,30.0,"rtescue’s iron ore production and shipments up in Q1 FY 2025-26 24 Oct Free China’s Stellar Steel to invest $450 million in new steel plant in Nigeria 24 Oct Free OECD: S. Africa’s steel sector needs $25-30 billion to cut emissions by 85% by 2050 24 Oct Free JSW Steel to establish scrap processing facility in Chennai 24 Oct Free EU adopts 19th sanctions package targeting Russia’s energy, finance a",2025-11-08 12:27:56
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/?page=5#collapseExample,,2050,,25.0,30.0,"rtescue’s iron ore production and shipments up in Q1 FY 2025-26 24 Oct Free China’s Stellar Steel to invest $450 million in new steel plant in Nigeria 24 Oct Free OECD: S. Africa’s steel sector needs $25-30 billion to cut emissions by 85% by 2050 24 Oct Free JSW Steel to establish scrap processing facility in Chennai 24 Oct Free EU adopts 19th sanctions package targeting Russia’s energy, finance a",2025-11-08 12:27:58
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/algeria-sets-2026-launch-for-gara-djebilet-iron-ore-processing-plant-1415237.htm,,,100.0,,,"ise by 0.7 percent in January-October 2025 07 Nov | Steel News Brazilian pig iron exports increase sharply in October 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials ArcelorMittal posts 72 percent rise in net profit for Jan-Sept 2025 06 Nov | Steel News Major steel and raw material futures prices in China – November 6, 20",2025-11-08 12:28:23
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/australias-cokal-begins-in-house-coal-production-at-bbm-mine-in-indonesia-1416562.htm,,,195.0,,,"ore confident owing to China’s buying 31 Oct | Scrap & Raw Materials Coke producers propose third round of local prices increase in China 31 Oct | Scrap & Raw Materials Ex-Australia coking coal nears $195/mt FOB, possibly close to peak for now 27 Oct | Scrap & Raw Materials Ex-Australia coking coal prices rise amid higher bids and deals, after recent increase in China 24 Oct | Scrap & Raw Material",2025-11-08 12:30:07
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/australias-whitehaven-coal-posts-lower-coal-output-and-higher-sales-in-q1-fy-2025-26-1416923.htm,,,,37.0,41.0,g-term. Whitehaven’s metallurgical coal portfolio is expected to benefit from these supply constrained market dynamics. The company’s coal production guidance for the financial year 2025-26 is at the range of 37.0-41.0 million mt and its coal sales guidance at the range of 29.5-33.0 million mt. Tags: Australia Oceania Production Similar articles Fortescue’s iron ore production and shipments up in,2025-11-08 12:30:10
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/australias-whitehaven-coal-posts-lower-coal-output-and-higher-sales-in-q1-fy-2025-26-1416923.htm,,,,29.5,33.0,benefit from these supply constrained market dynamics. The company’s coal production guidance for the financial year 2025-26 is at the range of 37.0-41.0 million mt and its coal sales guidance at the range of 29.5-33.0 million mt. Tags: Australia Oceania Production Similar articles Fortescue’s iron ore production and shipments up in Q1 FY 2025-26 24 Oct | Steel News BHP Billiton’s iron ore output,2025-11-08 12:30:10
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/average-newhousepricesin-100-chinese-cities-up-268-in-september-2025-1413612.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:30:17
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/baotou-steel-union-posts-net-profit-of-rmb-233-million-for-jan-sept-shifting-from-loss-to-profit-1416841.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:30:25
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/bayi-steel-posts-net-loss-of-rmb-572-million-for-jan-sept-2025-1416999.htm,,,100.0,,,"in January-October 2025 07 Nov | Steel News Freight volume on China’s Daqin Railway down 0.7 percent in Jan-Oct 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Send as e-mail Your name Email address you want t",2025-11-08 12:30:29
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/bengang-steel-plates-posts-net-loss-of-rmb-2216-billion-for-jan-sept-2025-1417057.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:30:42
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/bhp-and-posco-partner-to-advance-hyrex-ironmaking-technology-for-near-zero-emissions-production-1417172.htm,,,100.0,,,"ise by 0.7 percent in January-October 2025 07 Nov | Steel News Brazilian pig iron exports increase sharply in October 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials ArcelorMittal posts 72 percent rise in net profit for Jan-Sept 2025 06 Nov | Steel News Major steel and raw material futures prices in China – November 6, 20",2025-11-08 12:30:44
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/bhp-billitons-iron-ore-output-decreases-in-q1-fy2025-26-1416009.htm,,,100.0,,,"ise by 0.7 percent in January-October 2025 07 Nov | Steel News Brazilian pig iron exports increase sharply in October 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials ArcelorMittal posts 72 percent rise in net profit for Jan-Sept 2025 06 Nov | Steel News Major steel and raw material futures prices in China – November 6, 20",2025-11-08 12:30:47
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/bir-global-recycled-steel-market-sees-brief-stability-before-demand-weakens-1414223.htm,,,109.0,,,"and downstream industries under strain. In the Middle East, Saudi Arabia maintained firm market conditions supported by stable mill demand and limited supply. The UAE, meanwhile, kept its AED 400/mt ($109/mt) export duty to prioritize domestic needs. BIR statistics: sharp regional divergences According to Rolf Willeke, statistics advisor for BIR, global scrap usage patterns diverged sharply in the",2025-11-08 12:30:53
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/brazil-china-iron-ore-freight-rate-declines-to-its-lowest-level-in-2024-1370571.htm,,2024,20.05,,,"Espírito Santo, and the port of Qingdao in China, declined to $17.48/mt this week, reaching its lowest level in 2024. According to a report by shipping brokers, Banchero Costa, the rate declined from $20.05/mt last week due to a challenging week with deterioration of rates and confidence, limited demand, and oversupply, creating an imbalance that pushed rates further down. Three weeks ago, the rat",2025-11-08 12:31:05
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/brazil-china-iron-ore-freight-rate-declines-to-its-lowest-level-in-2024-1370571.htm,,2024,25.78,,,"/mt last week due to a challenging week with deterioration of rates and confidence, limited demand, and oversupply, creating an imbalance that pushed rates further down. Three weeks ago, the rate was $25.78/mt, while a year peak of $31/mt was achieved in March. A rate of $18.00/mt for iron ore shipment from Porto Sudeste, in the State of Rio de Janeiro, and Qingdao, was closed during the week acco",2025-11-08 12:31:05
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/brazil-china-iron-ore-freight-rate-declines-to-its-lowest-level-in-2024-1370571.htm,,2024,31.0,,,"ng week with deterioration of rates and confidence, limited demand, and oversupply, creating an imbalance that pushed rates further down. Three weeks ago, the rate was $25.78/mt, while a year peak of $31/mt was achieved in March. A rate of $18.00/mt for iron ore shipment from Porto Sudeste, in the State of Rio de Janeiro, and Qingdao, was closed during the week according to Banchero Costa. The Bra",2025-11-08 12:31:05
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/brazil-china-iron-ore-freight-rate-declines-to-its-lowest-level-in-2024-1370571.htm,,,119.0,,,"orto Sudeste, in the State of Rio de Janeiro, and Qingdao, was closed during the week according to Banchero Costa. The Brazilian high grade iron ore , 65 percent iron contents, has closed the week at $119/mt, CFR China, slightly changed from $120/mt on December 9. Tags: Iron Ore Raw Mat Brazil South America Freight Similar articles Daily iron ore prices CFR China - November 7, 2025 07 Nov | Scrap",2025-11-08 12:31:05
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/brazil-china-iron-ore-freight-rate-declines-to-its-lowest-level-in-2024-1370571.htm,,,120.0,,,"ro, and Qingdao, was closed during the week according to Banchero Costa. The Brazilian high grade iron ore , 65 percent iron contents, has closed the week at $119/mt, CFR China, slightly changed from $120/mt on December 9. Tags: Iron Ore Raw Mat Brazil South America Freight Similar articles Daily iron ore prices CFR China - November 7, 2025 07 Nov | Scrap & Raw Materials Major steel and raw materi",2025-11-08 12:31:05
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/brazil-china-iron-ore-freight-rate-declines-to-its-lowest-level-in-2024-1370571.htm,,,100.0,,,"ise by 0.7 percent in January-October 2025 07 Nov | Steel News Brazilian pig iron exports increase sharply in October 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials ArcelorMittal posts 72 percent rise in net profit for Jan-Sept 2025 06 Nov | Steel News Major steel and raw material futures prices in China – November 6, 20",2025-11-08 12:31:05
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/brazilian-pig-iron-exports-increase-sharply-in-october-1418383.htm,,,100.0,,,"ina – November 7, 2025 07 Nov | Longs and Billet China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials ArcelorMittal posts 72 percent rise in net profit for Jan-Sept 2025 06 Nov | Steel News Major steel and raw material futures prices in China – November 6, 20",2025-11-08 12:31:21
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/brazils-cbmm-plans-increase-of-niobium-production-ahead-of-demand-1417297.htm,,Q3 2025,27.0,,,"tteries utilizing lithium-ion and niobium technologies have been tested. Niobium ferroalloys remain among the most valuable raw materials in the steel sector, with CBMM’s product achieving an average price of $27,650 per metric ton, FOB conditions, in its September exports. Tags: Brazil South America Production Similar articles Samarco achieves record production in Q3 29 Oct | Steel News Vale prod",2025-11-08 12:31:23
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/caam-chinas-auto-vehicle-sales-up-129-percent-in-january-september-2025-1414636.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:31:25
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/canada-offers-tariff-exemptions-on-select-us-and-chinese-steel-imports-to-support-key-industries-1415925.htm,,,,20.0,40.0,ations at Rose Garden ... 03 Apr | Steel News White House to announce details of Trump reciprocal tariffs at 4 pm. Rose Garden ceremony 02 Apr | Steel News US April scrap prices seen soft sideways to $20-40/gt less as supplies are reported to be growing 27 Mar | Scrap & Raw Materials Canada files complaint with WTO against US steel tariffs 14 Mar | Steel News US domestic rebar and wire rod pricing,2025-11-08 12:31:42
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/cbam-,,2050,,25.0,30.0,"Plan could trigger supply shortages and price surge 31 Oct Free UK Steel calls for decisive action on funding, energy and carbon reform in 2025 Budget 24 Oct Free OECD: S. Africa’s steel sector needs $25-30 billion to cut emissions by 85% by 2050 22 Oct Free RBI: Surging steel imports undermine India’s producers and market prices 22 Oct Free India’s core sector industries record 3% growth in Septe",2025-11-08 12:31:47
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/champion-iron-posts-record-quarterly-sales-in-q2-2025-26-1417789.htm,,,100.0,,,"ise by 0.7 percent in January-October 2025 07 Nov | Steel News Brazilian pig iron exports increase sharply in October 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials ArcelorMittal posts 72 percent rise in net profit for Jan-Sept 2025 06 Nov | Steel News Major steel and raw material futures prices in China – November 6, 20",2025-11-08 12:31:52
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/china,,,93.0,,,it decreases by 49.62 percent in Jan-Sept 2025 31 Oct Free Wujin Stainless Steel Pipe’s net profit down 49.14 percent in Jan-Sept 2025 30 Oct Free Goldman Sachs raises 2026 iron ore price forecast to $93/mt but keeps bearish market outlook 30 Oct Free Primetals to build continuous tandem cold mill for Chinese steelmaker 30 Oct Free Bengang Steel Plates posts net loss of RMB 2.216 billion for Jan-S,2025-11-08 12:31:55
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/china-backed-simandou-iron-ore-mine-in-guinea-set-to-reshape-market-dynamics-1417855.htm,,,100.0,,,"ise by 0.7 percent in January-October 2025 07 Nov | Steel News Brazilian pig iron exports increase sharply in October 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials ArcelorMittal posts 72 percent rise in net profit for Jan-Sept 2025 06 Nov | Steel News Major steel and raw material futures prices in China – November 6, 20",2025-11-08 12:31:59
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/china-bhp-billiton-negotiations-on-iron-ore-supply-result-in-rmb-trading-settlement-opening-new-era-1413815.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:32:01
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/china-coal-energys-coal-sales-down-74-percent-in-january-september-2025-1415067.htm,,,195.0,,,"ore confident owing to China’s buying 31 Oct | Scrap & Raw Materials Coke producers propose third round of local prices increase in China 31 Oct | Scrap & Raw Materials Ex-Australia coking coal nears $195/mt FOB, possibly close to peak for now 27 Oct | Scrap & Raw Materials Ex-Australia coking coal prices rise amid higher bids and deals, after recent increase in China 24 Oct | Scrap & Raw Material",2025-11-08 12:32:03
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-coal-imports-decrease-by-111-percent-in-january-september-2025-1414382.htm,,,195.0,,,"ore confident owing to China’s buying 31 Oct | Scrap & Raw Materials Coke producers propose third round of local prices increase in China 31 Oct | Scrap & Raw Materials Ex-Australia coking coal nears $195/mt FOB, possibly close to peak for now 27 Oct | Scrap & Raw Materials Ex-Australia coking coal prices rise amid higher bids and deals, after recent increase in China 24 Oct | Scrap & Raw Material",2025-11-08 12:32:04
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-coke-exports-decrease-by-185-percent-in-jan-sept-2025-1415868.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:32:06
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-coke-output-rises-by-35-percent-in-january-september-2025-1415398.htm,,,195.0,,,"ore confident owing to China’s buying 31 Oct | Scrap & Raw Materials Coke producers propose third round of local prices increase in China 31 Oct | Scrap & Raw Materials Ex-Australia coking coal nears $195/mt FOB, possibly close to peak for now 27 Oct | Scrap & Raw Materials Ex-Australia coking coal prices rise amid higher bids and deals, after recent increase in China 24 Oct | Scrap & Raw Material",2025-11-08 12:32:08
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-coking-coal-lta-coal-and-steel-linkage-float-value-up-07-in-sept-from-aug-2025-1414144.htm,,,100.0,,,"in January-October 2025 07 Nov | Steel News Freight volume on China’s Daqin Railway down 0.7 percent in Jan-Oct 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Send as e-mail Your name Email address you want t",2025-11-08 12:32:10
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-excavator-output-up-153-percent-in-september-2025-1416135.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:32:13
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-iron-ore-imports-hit-record-high-in-sept-almost-stable-in-jan-sept-1414270.htm,,,104.5,,,"re volumes in September. Stronger crude steel production also supported the trend. Prices of iron ore with Fe 62 percent content for China increased further in September, adding $3.6/mt on average to $104.5/mt CFR. In the January-September period this year, China ’s iron ore imports amounted to 917.685 million mt, down 0.1 percent year on year. Tags: Raw Mat China Southeast Asia Steelmaking Imp/ex",2025-11-08 12:32:25
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-iron-ore-imports-rise-by-07-percent-in-january-october-2025-1418388.htm,,,100.0,,,"s prices in China – November 7, 2025 07 Nov | Longs and Billet Brazilian pig iron exports increase sharply in October 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials ArcelorMittal posts 72 percent rise in net profit for Jan-Sept 2025 06 Nov | Steel News Major steel and raw material futures prices in China – November 6, 20",2025-11-08 12:32:27
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-iron-ore-output-down-38-percent-in-january-september-2025-1416137.htm,,,101.0,,,"up 3.2 percent month on month. In September, import iron ore prices moved up first, fluctuating within a limited range later, while they edged down at the end of the given month. The lowest level of $101/mt during the given month was seen on September 1, while the highest level of $107/mt was observed on September 9. Tags: Iron Ore Raw Mat China Southeast Asia Steelmaking Similar articles Daily i",2025-11-08 12:32:30
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-iron-ore-output-down-38-percent-in-january-september-2025-1416137.htm,,,107.0,,,", fluctuating within a limited range later, while they edged down at the end of the given month. The lowest level of $101/mt during the given month was seen on September 1, while the highest level of $107/mt was observed on September 9. Tags: Iron Ore Raw Mat China Southeast Asia Steelmaking Similar articles Daily iron ore prices CFR China - November 7, 2025 07 Nov | Scrap & Raw Materials Major st",2025-11-08 12:32:30
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-iron-ore-output-down-38-percent-in-january-september-2025-1416137.htm,,,100.0,,,"ise by 0.7 percent in January-October 2025 07 Nov | Steel News Brazilian pig iron exports increase sharply in October 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials ArcelorMittal posts 72 percent rise in net profit for Jan-Sept 2025 06 Nov | Steel News Major steel and raw material futures prices in China – November 6, 20",2025-11-08 12:32:30
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-realestate-investments-down-139-percent-in-january-september-2025-1415631.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:32:31
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-semis-exports-down-15-in-sept-from-aug-but-unlikely-to-fall-much-further-from-15-million-mt-1415712.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:32:37
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-stainless-steel-exports-up-164-percent-in-january-september-2025-1416837.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:32:40
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-steel-exports-down-65-percent-in-oct-up-66-percent-in-jan-oct-2025-1418387.htm,,,100.0,,,"ina – November 7, 2025 07 Nov | Longs and Billet China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:32:43
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinas-steel-scrap-imports-up-654-percent-in-january-september-2025-1415951.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:32:46
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinese-steel-enterprises-gross-profit-totals-rmb-9734-billion-in-jan-sept-2025-1416644.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:32:54
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/chinese-steel-sectors-capacityusage-rate-at-801-percent-in-q3-2025-1415630.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:32:55
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/cisa-chinas-steel-demand-to-fluctuate-on-downward-trend-in-2026-30-1415091.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:32:59
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/cisa-coking-coal-purchase-costs-in-china-down-3174-percent-in-jan-sept-2025-1417954.htm,,,195.0,,,"ore confident owing to China’s buying 31 Oct | Scrap & Raw Materials Coke producers propose third round of local prices increase in China 31 Oct | Scrap & Raw Materials Ex-Australia coking coal nears $195/mt FOB, possibly close to peak for now 27 Oct | Scrap & Raw Materials Ex-Australia coking coal prices rise amid higher bids and deals, after recent increase in China 24 Oct | Scrap & Raw Material",2025-11-08 12:33:01
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/cisa-coking-coal-purchase-costs-in-china-down-3295-percent-in-jan-aug-2025-1413614.htm,,,195.0,,,"ore confident owing to China’s buying 31 Oct | Scrap & Raw Materials Coke producers propose third round of local prices increase in China 31 Oct | Scrap & Raw Materials Ex-Australia coking coal nears $195/mt FOB, possibly close to peak for now 27 Oct | Scrap & Raw Materials Ex-Australia coking coal prices rise amid higher bids and deals, after recent increase in China 24 Oct | Scrap & Raw Material",2025-11-08 12:33:02
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/cisa-mills-daily-crude-steel-output-down-98-in-late-october-2025-stocks-also-down-1418178.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:33:09
www.steelorbis.com,https://www.steelorbis.com/steel-news/latest-news/cities-in-chinas-hebei-province-initiates-level-ii-emergency-response-1416660.htm,,,100.0,,,"6.6 percent in Jan-Oct 2025 07 Nov | Steel News China's iron ore imports rise by 0.7 percent in January-October 2025 07 Nov | Steel News Iron ore prices in China down this week, but still well above $100/mt CFR 06 Nov | Scrap & Raw Materials Southeast Asian interest in Chinese billet starts to revive after price softening 06 Nov | Longs and Billet Ex-China wire rod prices move down, lower non-VAT",2025-11-08 12:33:13
